fecha;emisor;total
2024-01-23;COOPSTANA;1032
2024-04-03;LIBERTADOR;679
2024-01-10;RESP_AUTO_3600;24
2024-03-15;CARTOPEL;2261
2024-02-27;CELERITYALD;7754
2024-03-22;PACIFICOATM;123398
2024-01-26;SEGCONFIANZA;1323
2024-02-01;AMAGUA;12
2024-03-05;RETAILID4;234
2024-02-14;COOP11JUN;1720
2024-01-28;COACOSCUS;3064
2024-02-09;DIRECTVTMW;59
2024-04-01;DEPRATIBOT;549
2024-01-27;FUNESPOIR;1
2024-03-27;COACALIANZA;481
2024-01-06;GONETAPP;12
2024-01-18;COMQUEL;10
2024-02-17;VTEKSOFT;23
2024-03-04;FODEMI;3307
2024-04-03;MTIMBABURA;1929
2024-02-25;COACCREDIYA;26
2024-02-23;CPTUNGURAHUA;15
2024-03-29;COOPANTORCHA;86
2024-02-15;ALDEAMO2;9036
2024-02-21;ANTONIOPENA;28
2024-02-17;COACSANJORGE;40
2024-02-27;BBPROD;93879
2024-02-29;COACAMARABOL;1
2024-03-03;DIPASO;43
2024-02-28;PMILESOTP;4944
2024-02-24;COOPAUSTROEC;237
2024-03-11;COACLUCAM;1012
2024-01-02;SERVIENTREGAGYE;26181
2024-03-06;MUTUAMBATO;58
2024-01-11;MTIMBABURA;1014
2024-03-03;COACBENEFICA;299
2024-02-16;COACCHONE;1585
2024-02-05;BINTERNACIONAL;61684
2024-03-16;genesis;132
2024-02-01;VIELECSA;57
2024-02-28;COACCOMERCIOCOO;1900
2024-03-15;MISUEC;225
2024-03-28;FASCA;9
2024-03-17;COACSANTONCO;217
2024-03-15;CACPECOCR;145
2024-01-20;PACIFICOBAJA;15471
2024-03-24;MUTUAMBATOEC;70
2024-01-17;BBPRUEBA;1
2024-01-19;COACMAQUITAC;171
2024-01-29;VTEKSOFT;34
2024-02-12;COACRIOBAMBA;1377
2024-02-26;COOPLAMANENSE;74
2024-01-20;GEOMIL;172
2024-01-17;ECLIPFIRMADIG;424
2024-01-21;COOP15ABRIL;1330
2024-04-04;genesis;906
2024-01-02;BGROTP;163
2024-01-03;novacredit;532
2024-02-13;COACBENEFICA;260
2024-03-16;ALYGUTAY;114
2024-02-11;UAFE;52
2024-02-10;COACBIBLIAN;4590
2024-02-18;COAC289;106
2024-01-25;CCSTAROSA;814
2024-02-08;COACSANTAISABEL;540
2024-01-28;COACCHONE;962
2024-02-20;MOVISTARSEG;19859
2024-03-04;COACVENCEDORES;123
2024-02-29;MARCABELI;217
2024-01-13;COOPSCHIMBO;1279
2024-02-03;COOPSANFRANCIS;2330
2024-02-26;COOPSANTOIMBCOO;97
2024-02-25;COOPMULTIEMPRE;163
2024-03-23;CACEBCE;11
2024-03-26;novacredit;638
2024-01-30;BICCOCOONECTA;16
2024-02-27;PRODUBANCOWEB;51004
2024-03-03;COOPANDINA;82
2024-02-02;FUNDEMIRO;69
2024-01-01;DEPRATIMONITOR;1
2024-01-03;COACCICA;1
2024-03-27;YANBAL;1875
2024-01-12;COOPAMBATOEC;2109
2024-01-15;repsol;2014
2024-01-08;ECOTEC;601
2024-01-21;RESP_AUTO_2424;2
2024-02-23;OMNISWITCH;3011
2024-02-05;BUDGET;5
2024-04-03;COACGUARANDA;600
2024-02-11;PAYPHONEPROD;1156
2024-02-01;COACCREDISOCIO;6
2024-01-30;COAC289;100
2024-02-27;COOPSANANTONIO;92
2024-02-07;COACEDUTUNG;198
2024-01-17;MIES;1
2024-01-19;WABRAVO;18
2024-02-25;COAC9OC;484
2024-02-09;PMILESOTP;3116
2024-01-11;COACGUARANDA;522
2024-01-31;COOPGUALAQUIZA;1266
2024-02-21;COACLUCAM;633
2024-01-25;DEPRATISFTP;265
2024-01-17;CNTINF;9509
2024-01-13;VIELECSA;36
2024-03-18;MOTORPLAN;1537
2024-02-08;COACFERDAQUILEMA;9570
2024-02-07;COOPLAMANENSE;48
2024-01-02;COACECH;699
2024-01-10;COACPASTAZACOO;3510
2024-02-02;DEPRATI;182
2024-03-24;DEPRATIMONITOR;1
2024-01-06;COOPSANJOSE;681
2024-01-04;YANBAL;964
2024-02-19;MEGARED;5
2024-01-23;COACDAQUILEMAMSV;2
2024-03-19;COACLUCAMECLIP;335
2024-02-20;COACCREDISOCIO;16
2024-02-16;COACOSCUS;6676
2024-02-27;COACSANTAISABEL;571
2024-01-23;COACTULCAN;6733
2024-01-06;CCSTAROSA;1132
2024-02-13;COOPCENTRO;83
2024-02-10;CACSPMEC;568
2024-01-22;COACCICA;27
2024-02-05;PAGUEYA;815
2024-02-09;COOP15ABRIL;3529
2024-01-21;BGROTP;112
2024-01-02;MUTUAMBATO;74
2024-02-20;BGINTERNACIONAL;23
2024-02-02;medec;98
2024-01-13;amagua;410
2024-02-06;COMQUEL;4
2024-03-01;COACCOMERCIOCOO;3570
2024-03-06;BICCOCOONECTA;16
2024-03-10;COOPSANFRANCIS;2039
2024-02-19;MEDEC;111
2024-02-21;REGISTROPGYE;1214
2024-01-06;COACSANFRANWS;151
2024-01-23;COACSALINAS;168
2024-01-23;CNACIONAL;2940
2024-02-11;DIRECTVTMW;53
2024-03-25;CACEBCE;20
2024-01-10;INDULENTES;5
2024-03-11;COACMOLINO;13
2024-02-10;COACFERDAQUILEMA;7672
2024-01-24;SEGCONFIANZA;1352
2024-03-08;MUTUAMBATO;88
2024-02-11;COOP23JUL;2809
2024-02-09;UAFE;500
2024-02-06;COOPMEGOEC;48759
2024-03-09;COOP4OCT;552
2024-03-06;COACVENCEDORES;185
2024-01-28;AldeamoOTP;1583
2024-02-18;COACHIBULEO;2991
2024-03-13;MISUEC;188
2024-01-03;BANCOCAPITAL;76
2024-03-05;Farletza;34
2024-03-05;DIPASO;52
2024-01-13;COAC289;121
2024-01-22;ALDEPRATI;7534
2024-03-13;CARTOPEL;3355
2024-02-23;BVISIONFUND;210
2024-01-18;GEOMIL;428
2024-02-14;COACRIOBAMBA;3298
2024-02-04;PACIFICOATM;101316
2024-04-02;INDULENTES;4
2024-03-24;FIDEVALFONDOS;32
2024-02-25;GACELAOTP;10
2024-04-02;COOPSANTOIMBCOO;106
2024-01-17;COACSTANITA;754
2024-03-22;RETAILID4;151
2024-02-16;FODEMI;2456
2024-02-26;COAC11JUN;673
2024-02-23;COOPSANTONIOTP;77
2024-01-05;COACLUCAM;566
2024-02-06;CPTUNGURAHUA;12
2024-02-08;COACCREDIYA;129
2024-01-15;COOPDELCARMEN;69
2024-03-12;COOPANTORCHA;231
2024-03-17;MTIMBABURA;494
2024-03-27;ECUABULK;272
2024-02-28;CACPELOJA;1599
2024-03-06;LPANAMERICANO;82
2024-02-14;COACOSCUS;8065
2024-02-03;COOPPROVIDA;66
2024-01-31;VTEKSOFT;33
2024-03-26;VIAMATICA;2
2024-02-10;ALDEPRATI;98
2024-03-28;COOP4OCT;1254
2024-04-01;CARTOPEL;2830
2024-03-06;COACECH;399
2024-01-16;PACIFICOATM;110882
2024-01-30;COACCHONE;1197
2024-02-15;COACBENEFICA;550
2024-01-06;ECOTEC;389
2024-03-15;GACELAOTP;23
2024-03-10;COACALIANZA;108
2024-04-01;CACPECO;4033
2024-03-26;DEPRATIMONITOR;1
2024-02-11;COACCOMERCIOCOO;1433
2024-01-15;PROTRAMITES;27010
2024-02-22;BINTERNACIONAL;49443
2024-03-28;COACLUCAM;722
2024-03-05;COACSANJORGE;620
2024-02-15;DIPASO;24
2024-02-10;BBPROD;78480
2024-03-25;COACMAQUITAC;97
2024-01-15;VIELECSA;70
2024-01-15;COOPSCHIMBO;1042
2024-02-11;COACSANANTONIO;186
2024-01-09;CACPECO;4107
2024-03-08;COACHIBULEO;11364
2024-03-12;COOPAUSTROEC;665
2024-04-01;MISUEC;232
2024-01-31;COACREABATCH;5280
2024-02-20;COACMUJERESUCOO;52
2024-01-03;DEPRATIMONITOR;1
2024-01-25;BINTERNACIONALWB;793
2024-01-26;COACRIOBAMBA;2198
2024-02-06;GEOMIL;500
2024-02-16;COACVENCEDORES;201
2024-01-02;COACMAQUITAC;129
2024-01-15;COACCREDISOCIO;26
2024-03-27;COOPSTANA;1427
2024-03-08;CREDITOSECON;1848
2024-01-27;COACBENEFICA;298
2024-01-22;COACSANTAISABEL;601
2024-01-11;COACCHONE;1593
2024-01-08;COACOORCOTOPAXI;41
2024-02-28;UAFE;116
2024-02-15;Farletza;12
2024-02-01;COAC289;133
2024-01-15;MIES;1
2024-01-04;ECOMUNDO;781
2024-03-15;DINERSOTP;2571
2024-01-02;COACTENA;62
2024-01-31;EMAGIC;7
2024-01-04;COACCHONE;1305
2024-04-03;CREDIMAS;17
2024-02-16;COACDAQUILEMAMSV;1527
2024-01-24;COACREABATCH;1239
2024-03-03;COACSANFRANWS;121
2024-03-24;COACTENANOTI;97
2024-02-28;CACEBCE;66
2024-02-08;Farletza;55
2024-01-16;MISUEC;233
2024-03-22;GACELAOTP;52
2024-01-26;REGISTROPGYE;1200
2024-02-24;COACPASTAZACOO;3745
2024-01-19;COACRIOBAMBA;2567
2024-02-02;COOPLAMANENSE;69
2024-03-04;URBANOEXP;2927
2024-03-12;COOPSCHIMBO;1031
2024-02-10;VIAMATICA;3
2024-03-07;INDULENTES;5
2024-03-14;COOP11JUNBATCH;883
2024-02-29;BANCOCAPITAL;75
2024-01-11;MUTUAMBATO;62
2024-03-22;DINERSOTP;2677
2024-02-16;MASIVA;8261
2024-02-01;HOSPAMB;540
2024-03-03;CPTUNGURAHUA;12
2024-01-17;COACVISANDESCOB;101
2024-03-14;BBOLIVARIANMKT;72395
2024-01-09;COONECTA;33
2024-03-03;YANBAL;351
2024-03-05;COOPANTORCHA;607
2024-03-15;GEOMIL;442
2024-02-14;DRIVIN;1389
2024-02-05;INDULENTES;1
2024-03-25;AldeamoOTP;6943
2024-03-19;novacredit;1750
2024-03-04;COOPLAMANENSE;59
2024-01-16;DIRECTVTMW;67
2024-02-18;COACSALINAS;107
2024-03-16;COACPAD;14
2024-01-15;COACFERDAQUILEMA;9452
2024-01-08;AMAGUA;372
2024-03-03;COOPMEGOEC;20579
2024-03-08;COACSANMIGUEL;701
2024-02-13;DEPRATIFD;16
2024-01-01;andinave;79
2024-03-14;COACSTANITA;517
2024-01-25;RETAILID4;151
2024-03-19;BANCOCAPITAL;69
2024-03-12;AMAGUA;10247
2024-01-09;ANTONIOPENA;10
2024-03-29;ALDEAMO2;60281
2024-01-06;ALDEAMO2;41
2024-02-15;GONETAPP;40
2024-03-20;COAC9OC;1369
2024-03-09;VISUALTRACK;24
2024-03-28;VTEKSOFT;114
2024-01-05;COACREABATCH;3972
2024-01-17;MUVECOM;119
2024-02-28;COONECTA;76
2024-01-25;COACMUJERESUCOO;38
2024-03-19;PACIFICO;45535
2024-02-21;PLAPAZ;516
2024-01-13;HOSPAMB;174
2024-02-20;BINTERNACIONALWB;1799
2024-02-09;GONET;877
2024-01-12;PAGUEYA;22
2024-01-16;COOPSANJOSE;1585
2024-01-30;BMACHALAPROD;7798
2024-04-03;CPTUNGURAHUA;15
2024-01-27;KUNANSOFT;1
2024-04-01;COACECH;726
2024-01-28;COACMAQUITAC;117
2024-01-21;FODEMI;83
2024-02-20;MTIMBABURA;1127
2024-01-13;COACCREDIYA;45
2024-01-02;CACPELOJA;1687
2024-01-09;COACECH;340
2024-03-27;COACCHONE;1587
2024-01-13;COACALIANZA;75
2024-01-15;BBPROD;158547
2024-03-07;ALDEPRATI;6138
2024-03-03;SWEADENSEGUROS;24
2024-03-14;COACSUMAKKAWSAY;205
2024-02-16;PNACALRTS;5017
2024-03-28;COACREABATCH;4022
2024-01-14;COOPEDUZAMORA;12
2024-03-05;ALYGUTAY2;2286
2024-01-11;CREDITOSECON;1267
2024-01-27;BINTERNACIONAL;28879
2024-04-04;RESP_AUTO_2424;10
2024-02-29;PACIFICO;53524
2024-01-07;COOPPUELLARO;67
2024-02-03;COACSANTONCO;413
2024-03-11;COOPFORTUNA;59
2024-01-15;PRODUBANCOWEB;2529
2024-01-14;URBANOEXP;150
2024-01-18;DINERSOTP;4380
2024-02-26;ECLIPFIRMADIG;293
2024-01-06;RETAILID4;60
2024-02-21;COACRIOBAMBA;10307
2024-02-10;SOFTSIERRA;10
2024-01-01;COACBENEFICA;176
2024-01-11;GEOMIL;216
2024-01-13;YANBAL;190
2024-01-05;RSAGRUPO;7
2024-02-11;CREDITOSECON;1088
2024-03-18;COOPMAQUITA;139
2024-01-06;COAC289;146
2024-01-29;PACIFICO;33313
2024-03-19;BUDGET;2
2024-03-01;MUTUAMBATO;70
2024-01-15;CORPOCEN;1356
2024-04-02;COOPCOCA;424
2024-01-26;COACPAD;3807
2024-03-21;EPROCESSMED;35
2024-02-22;COOPHUANCAVILCA;1276
2024-03-26;INDULENTES;2
2024-03-02;COACEDUTUNG;76
2024-01-25;CACPEPASTAZA;279
2024-01-14;COOPLAMANENSE;53
2024-01-16;COOPDIFARE;175
2024-02-13;YANBAL;634
2024-02-08;COPSIERRACENTRO;29
2024-01-18;COOPSANANTONIO;230
2024-02-13;ALDEAMO;643
2024-01-19;MASIVAMKT;170
2024-02-28;MEGARED;23
2024-01-11;OMNISWITCH;2370
2024-01-12;COACLUCAM;733
2024-03-25;PLAPAZ;371
2024-03-29;COOPVCISNE;607
2024-02-10;COOPPROVIDA;28
2024-03-15;COACMUJERESUCOO;71
2024-03-14;BMACHALACB;2398
2024-02-09;CACEBCE;41
2024-01-02;PLAPAZ;257
2024-01-25;COOPSANFRANCIS;2361
2024-02-03;BBPROD;83576
2024-04-03;AFECOR;78
2024-03-18;COACMAQUITAC;129
2024-02-14;COOPCREDIL;190
2024-02-19;MASIVAMKT;52
2024-02-05;COOPSJCUENCA;6
2024-03-20;COOPSANJOSE;1375
2024-03-03;COACALIANZA;71
2024-01-10;COACEDULOJA;280
2024-03-01;CREDITOSECON;1580
2024-03-08;RESP_AUTO_1231;107
2024-02-15;BINTERNACIONAL;78686
2024-03-05;BBPROD;210887
2024-03-01;FUNDEMIRO;86
2024-03-04;COOPEDUZAMORA;15
2024-03-01;BGROTP;162
2024-03-20;COOP15ABRIL;3950
2024-01-29;ALDEAMO;11258
2024-03-25;CACPECOCR;163
2024-02-05;CACPECO;4507
2024-01-18;COACCOMERCIOCOO;1782
2024-03-12;YANBALCOBR;26588
2024-02-20;KFCCORP;42
2024-03-09;ESANCHEZ;16
2024-03-27;COACREABATCH;4449
2024-01-18;PMILESOTP;6873
2024-01-17;COACSANMIGUEL;906
2024-03-19;GONETAPP;69
2024-01-16;FASCA;12
2024-01-28;COACMOLINO;2
2024-02-17;COOPANTORCHA;89
2024-01-01;ALESSACC;1609
2024-02-24;COACLOJA;191
2024-02-14;EMAGIC;3
2024-01-02;COACRIOBAMBA;4140
2024-01-09;COACEDUCOTOPAXI;114
2024-02-22;COOPANDINA;207
2024-01-17;CELERITYALD;6637
2024-01-13;GACELAOTP;12
2024-02-12;BANCOCAPITAL;9
2024-03-03;COOPSANTONIOTP;30
2024-04-03;BVISIONFUND;212
2024-03-14;VIELECSA;51
2024-02-09;COOPGUALAQUIZA;904
2024-02-27;ECLIPFIRMADIG;207
2024-01-23;COACVENCEDORES;93
2024-01-30;COACLUCAM;552
2024-02-04;COACSANTONCO;297
2024-01-02;CACPECOCR;164
2024-01-09;COOPCALCETA;412
2024-03-26;COOPANTORIOSMKT;82
2024-03-24;COACGUARANDA;266
2024-02-09;COOPCOCA;215
2024-03-01;BANRED;31
2024-03-20;DISCOVEROTP;1642
2024-01-17;EQUIFAX;4
2024-03-12;COOPANDINA;410
2024-03-01;DISCOVEROTP;1008
2024-02-08;SICCEC;2967
2024-01-29;WABRAVO;5
2024-02-01;DEPRATIBOT;179
2024-03-17;CPTUNGURAHUA;12
2024-01-30;mariscal;4
2024-01-04;FODEMI;341
2024-03-23;COACBIBLIAN;4310
2024-02-28;COACEDUCOTOPAXI;129
2024-03-05;BLOJA;82075
2024-04-03;RESP_AUTO_2424;8
2024-02-29;CREDITOSECON;1828
2024-03-21;ALDEPRATI;4881
2024-02-16;CMS;3596
2024-04-01;BGINTERNACIONAL;54
2024-02-12;MUTUAMBATO;66
2024-01-29;COOPANTORCHA;293
2024-03-09;COACVISANDES;105
2024-03-29;COACSANISIDRO;20
2024-01-19;Autoconsa;424
2024-02-29;MEGARED;10
2024-02-15;SWEADENSEGUROS;301
2024-01-11;DEPRATI;222
2024-01-12;OMNISWITCH;2657
2024-01-16;COACSANTONCO;473
2024-01-11;COACLUCAM;699
2024-02-09;COOPAMBATOEC;2334
2024-02-19;ALDEPRATI;6563
2024-01-25;FUNDEMIRO;33
2024-02-24;COOPSCHIMBO;1284
2024-03-29;ECLIPFIRMADIG;35
2024-03-02;SERVIENTREGAGYE;16927
2024-01-06;COACSANISIDRO;25
2024-03-03;RESP_AUTO_2424;1
2024-02-28;SOFTSIERRA;271
2024-02-12;DEPRATIMONITOR;1
2024-03-08;CACPEZAMORA;2613
2024-03-25;ecuaauto;218
2024-03-20;DRIVIN;2485
2024-01-15;MISUEC;218
2024-02-11;COACMAQUITAC;146
2024-01-31;UANATACA;2813
2024-02-20;SaviaHTPPBulk;179
2024-02-19;IMPTOMEBAMBA;231
2024-02-28;DEPRATIFD;46
2024-03-29;VTEKSOFT;31
2024-04-01;COOP23JULCOB;1326
2024-03-06;ecuaauto;147
2024-02-13;FUNDEMIRO;59
2024-03-14;ALDEAMO2;26937
2024-03-23;MARCABELI;27
2024-04-01;COOPJARAMILLO;508
2024-02-09;COACMUJERESUCOO;63
2024-03-10;COACOSCUS;3403
2024-03-08;COACCOMERCIOCOO;2905
2024-02-01;GACELAOTP;33
2024-02-05;COACSANMIGUEL;746
2024-03-07;RESP_AUTO_1231;107
2024-02-04;genesis;317
2024-03-27;COACSTODOM;3
2024-01-06;VTEKSOFT;12
2024-02-28;REGISTROCIVIL;3
2024-02-20;DEPRATIBOT;162
2024-03-22;DEPORPAS;61
2024-03-06;FASCA;12
2024-01-23;COACREABATCH;874
2024-01-28;COACCREDIYA;37
2024-02-13;RESP_AUTO_2424;5
2024-02-06;COACCOMERCIOCOO;2381
2024-01-25;COACSANISIDRO;18
2024-03-07;COOPHUANCAVILCA;1832
2024-01-20;novacuenca;3
2024-02-13;BVISIONFUND;139
2024-02-14;Pycca;2635
2024-01-23;KUNANSOFT;6
2024-03-29;COACSUMAKKAWSAY;51
2024-01-03;COOPANDINA;1000
2024-03-15;REPSOL;12
2024-02-26;COACSANJORGE;277
2024-03-07;EQUIFAX;7
2024-01-21;COOPPUELLARO;65
2024-04-01;COACCREDISOCIO;17
2024-01-30;COOPSANTONIOTP;133
2024-01-13;CPTUNGURAHUA;12
2024-02-03;COACGUARANDA;411
2024-02-18;PACIFICOBAJA;8831
2024-03-07;COACSANMIGUEL;788
2024-02-06;COOPSJCUENCA;9
2024-02-03;MISUEC;297
2024-01-19;COACVISANDES;121
2024-01-15;COOPLAMANENSE;64
2024-04-03;REGISTROPGYE;1442
2024-03-12;COOPVCISNE;926
2024-04-01;SIGMADENTAL;39
2024-03-22;DEPRATIBOT;407
2024-01-13;COOPMEGOEC;19044
2024-01-22;COOPANDINA;220
2024-03-19;WABRAVO;18
2024-03-10;COACPASTAZACOO;4334
2024-03-01;COACMAQUITAC;147
2024-01-24;MSPCITAS;24413
2024-01-12;MODERNA;496
2024-03-19;COOPANTORCHA;353
2024-01-18;DEPORPAS;87
2024-03-06;COACSANTONCO;255
2024-01-31;ALDEPRATI;6316
2024-03-15;FUNDEMIRO;108
2024-02-17;BBPROD;80967
2024-02-07;COACSANJORGE;349
2024-04-04;UANATACA;2375
2024-04-02;GEOMIL;595
2024-01-19;COACLUCAMECLIP;266
2024-02-14;COOPAUSTROEC;670
2024-04-04;FIDEVALFONDOS;128
2024-01-02;COACVISANDESCOB;805
2024-01-07;COACUNIONEJIDO;53
2024-02-02;ECUANET;1391
2024-03-04;COACBIBLIAN;4565
2024-03-15;CanalDigitalBDP;50001
2024-02-07;RESP_AUTO_3600;11
2024-02-29;COMQUEL;4
2024-02-24;MUTUAMBATOEC;75
2024-02-15;COACDAQUILEMAMSV;3217
2024-01-30;DRIVIN;1174
2024-02-02;MASIVAMKT;979
2024-02-06;IESSIBARRA;101
2024-04-01;MARVICNET;7378
2024-01-24;COACSTANITA;993
2024-01-10;COACSRGIRON;184
2024-04-01;COACMAQUITAC;163
2024-03-05;MISUEC;1001
2024-02-09;COOPPUELLARO;358
2024-01-24;ALDEAMO2;18605
2024-01-15;COOPMULTIEMPRE;1137
2024-01-07;COACMUJERESUCOO;51
2024-02-16;USERPOSPRD;1525
2024-02-10;COACRECERWINARI;20
2024-01-03;COACSANMIGUEL;864
2024-04-03;FUNDEMIRO;72
2024-02-08;VTEKSOFT;41
2024-01-26;COOPPROVIDA;55
2024-02-17;BMACHALAPROD;10593
2024-01-01;VISUALTRACK;14
2024-01-02;BINTERNACIONALWB;27547
2024-01-10;GEOMIL;735
2024-01-05;BMACHALACB;154
2024-04-02;COACSRGIRON;203
2024-03-06;COOPKULLKIWASI;553
2024-04-04;ECUABULK;460
2024-03-30;COACMUJERESUCOO;62
2024-03-18;COACCREDIYA;180
2024-03-26;COACSANMIGUEL;462
2024-02-23;COACBENEFICA;432
2024-01-26;DEPRATIFD;51
2024-02-23;DIPASO;39
2024-03-19;PACIFICOTP;146721
2024-02-20;CACPELOJA;423
2024-02-25;COACPASTAZA;393
2024-01-12;Pycca;1848
2024-03-10;COACAUSTRO;158
2024-03-18;COACALIANZA;638
2024-01-10;COOPPEDROMONCAYO;927
2024-03-24;COACYANTZAZA;692
2024-01-28;COOPMAQUITA;78
2024-02-17;COOPFDEASIS;16
2024-03-27;COACCOMERCIOCOO;1946
2024-01-26;COACUNIONEJIDO;77
2024-04-04;Pycca;10910
2024-03-10;novacuenca;7
2024-01-06;COACOSCUS;3974
2024-01-19;andinave;584
2024-03-13;COOPJARAMILLO;1771
2024-01-03;COOPHUANCAVILCA;1954
2024-01-08;REGPROGYE;2
2024-03-02;PNACALRTS;4293
2024-02-11;COACCREDISOCIO;3
2024-03-13;COACREABATCH;6205
2024-02-13;REGISTROPGYE;136
2024-02-10;AUCONSIS;26
2024-02-07;andinave;712
2024-02-01;COACATAHUALPA;371
2024-03-03;COOPEDUZAMORA;27
2024-03-22;URBANOEXP;6776
2024-03-26;COOPHUANCAVILCA;1446
2024-03-24;MISUEC;253
2024-01-17;COACSANTAISABEL;753
2024-02-20;COACAMARABOL;7
2024-02-14;COOPSTANA;1401
2024-02-19;HOSPAMB;635
2024-02-05;MUVENET;2
2024-03-23;PAYPHONEPROD;2717
2024-01-24;BMACHALACB;543
2024-03-07;COOPFDEASIS;78
2024-01-03;EQUIFAX;2
2024-03-05;COACDAQUILEMAMSV;5336
2024-01-06;COACSUMAKKAWSAY;52
2024-03-26;COOPANDINA;406
2024-01-29;SIERRACENTRO;141
2024-02-14;BINTERNACIONAL;64688
2024-02-22;MAMBATOALD;209
2024-01-08;COACPAD;3781
2024-02-17;COACSANTAISABEL;224
2024-02-06;COACOSCUS;8119
2024-03-07;BMACHALAPROD;10092
2024-02-23;INNOVIX;574
2024-01-16;COOPKULLKIWASI;578
2024-02-26;COACUNIONEJIDO;52
2024-01-10;AUCONSIS;176
2024-02-29;GEOMIL;527
2024-03-06;COACVISANDESCOB;538
2024-02-10;COOPSCHIMBO;1235
2024-01-31;CACSPMEC;1708
2024-03-20;COACFERDAQUILEMA;8856
2024-01-05;MUTUAMBATOEC;217
2024-02-26;COPSIERRACENTRO;28
2024-02-05;COOPSANANTONIO;1803
2024-01-11;BGROTP;86
2024-01-11;PACIFICO;34773
2024-01-30;COOP15ABRIL;3417
2024-02-02;Autoconsa;529
2024-01-11;FUNDEMIRO;69
2024-03-15;REGISTROPGYE;1163
2024-02-10;CACEBCE;15
2024-03-11;SIERRACENTRBATCH;386
2024-02-12;COACSRGIRON;58
2024-02-12;COOPSANFRANCIS;2062
2024-02-26;BGMKTHUB;2502
2024-01-31;HOSPAMB;511
2024-03-30;COOPPUELLARO;14
2024-02-06;ELJURI;1
2024-02-08;BICCOCOONECTA;12
2024-02-08;COACIMBABURAPAK;629
2024-01-01;KFCCORP;95
2024-03-04;COOPSTANA;1530
2024-02-14;ECUABULK;110
2024-01-22;YANBALCOBR;13356
2024-02-19;CACSPMEC;1586
2024-02-12;RETAILID4;34
2024-01-31;COACTENANOTI;161
2024-01-22;COOPSCHIMBO;1158
2024-03-07;PLAPAZ;761
2024-02-28;COOPPROVIDA;32
2024-02-05;COACLOJA;289
2024-04-04;BINTERNACIONAL;57434
2024-01-20;COACAUSTRO;171
2024-02-20;ALESSACC;1444
2024-03-19;CREDITOSECON;2065
2024-01-29;GONETAPP;15
2024-02-18;DIRECTVTMW;44
2024-02-29;COOPCREDIL;4
2024-03-13;COACVENCEDORES;102
2024-03-24;KFCCORP;38
2024-01-15;BLOJA;71662
2024-03-22;COOPEDUZAMORA;26
2024-03-06;CACPECOCR;206
2024-02-03;COACYANTZAZA;907
2024-01-08;PACIFICOATM;108525
2024-03-21;CELERITYALD;15249
2024-01-22;COACRECERWINARI;38
2024-02-05;COOPANTORIOSMKT;68
2024-03-02;ALDEAMO;1073
2024-03-16;COACUNIONEJIDO;31
2024-01-11;BANRED;18
2024-01-16;coaccrea;8703
2024-01-13;COACATAHUALPA;211
2024-02-17;ECOTEC;109
2024-01-05;COACLOJA;264
2024-02-25;COACOSCUS;3347
2024-01-26;COACMUJERESUCOO;41
2024-03-20;COACLUCAM;647
2024-04-01;COOPAMBATO;3638
2024-02-19;COACBIBLIAN;4399
2024-01-30;RESP_AUTO_2424;15
2024-02-01;COACTULCAN;9308
2024-01-22;AMAGUA;3248
2024-02-22;COACYANTZAZA;2432
2024-03-20;CMS;8305
2024-01-31;EPROCESSMED;34
2024-02-01;COACDAQUILEMAMSV;2
2024-03-07;COACSANTAISABEL;864
2024-02-21;Autoconsa;489
2024-01-29;SAGRARIO;4661
2024-03-08;UCASAGRANDE;578
2024-02-23;FODEMI;615
2024-02-11;COACECH;217
2024-02-23;ALYGUTAY;319
2024-03-29;DIPASO;45
2024-03-19;SIERRACENTRO;164
2024-03-18;COOP4OCT;803
2024-03-01;COACLUCAM;715
2024-03-01;DEPRATI;332
2024-01-10;MEGARED;4
2024-03-04;PAYPHONEPROD;2536
2024-02-08;ECLIPFIRMADIG;121
2024-03-03;URBANOEXP;165
2024-03-16;MUTUAMBATO;59
2024-01-24;RETAILID4;198
2024-03-26;COOPSANANTONIO;270
2024-02-21;BINTERNACIONALWB;1122
2024-04-02;DEPRATIMONITOR;1
2024-01-17;ALDEPRATI;4872
2024-04-04;COOPSTANA;1280
2024-02-06;COACCHONE;1688
2024-04-02;COOPSANFRANCIS;2960
2024-03-21;UANATACA;2129
2024-02-16;COACEDUTUNG;194
2024-01-01;SaviaHTPPBulk;15
2024-01-25;REGISTROPGYE;1423
2024-01-30;COACFERDAQUILEMA;8254
2024-03-23;Autoconsa;59
2024-01-06;COACIMBABURAPAK;106
2024-01-25;COACCREDISOCIO;14
2024-03-05;COACNJERUSALEN;19
2024-02-20;COACSANANTONIO;587
2024-01-23;COACOSCUS;7485
2024-01-04;COOPFORTUNA;42
2024-02-18;UAFE;20
2024-01-09;DEPRATIFD;18
2024-01-17;COOPHUANCAVILCA;1563
2024-01-12;BUDGET;3
2024-02-09;INNOVIX;730
2024-01-21;RESP_AUTO_3600;9
2024-01-26;REGISTROCIVIL;6
2024-02-22;COACAUSTRO;129
2024-01-13;PACIFICOBAJA;14334
2024-02-09;COOPCALCETA;459
2024-01-17;PLAPAZ;491
2024-01-19;BGMKT;18597
2024-02-27;COACRECERWINARI;43
2024-02-15;COACSANFRANWS;159
2024-03-02;PACIFICOTP;100872
2024-01-16;BINTERNACIONALWB;75962
